condition,environment_seed,channel_seed,drop,delay,radius,final_entropy,F1,mission_return,episode_steps,measurement_count,path_length,messages_attempted,messages_range_eligible,messages_dropped,messages_delayed,messages_delivered,packet_delivery_ratio,effective_neighbor_degree,message_age_mean,message_age_max,communication_radius,normalized_communication_load,load_unit,pending_messages_discarded_at_episode_end,event_log
delay_5,15007,315007,0.0,5,25.0,0.2481253633205559,0.7947303306918113,9.97846094891429,15.0,60.0,300.0,180,94,0,94,64,0.6808510638297872,1.5666666666666667,5.0,5,25.0,0.5222222222222223,MESSAGE_UNITS,30,D:\AgentData\RAC-MIPP\S3-R0\events\delay_5_15007.jsonl
delay_5,15008,315008,0.0,5,25.0,0.32989286725960626,0.752883733287882,8.08217628672719,15.0,60.0,300.0,180,70,0,70,38,0.5428571428571428,1.1666666666666667,5.0,5,25.0,0.3888888888888889,MESSAGE_UNITS,32,D:\AgentData\RAC-MIPP\S3-R0\events\delay_5_15008.jsonl
delay_5,15009,315009,0.0,5,25.0,0.25766780497179703,0.7332677165354331,7.427758228033781,15.0,60.0,300.0,180,124,0,124,64,0.5161290322580645,2.066666666666667,5.0,5,25.0,0.6888888888888889,MESSAGE_UNITS,60,D:\AgentData\RAC-MIPP\S3-R0\events\delay_5_15009.jsonl
delay_5,15010,315010,0.0,5,25.0,0.2905329820470121,0.7033782255087582,5.839613433927298,15.0,60.0,300.0,180,114,0,114,62,0.543859649122807,1.9,5.0,5,25.0,0.6333333333333333,MESSAGE_UNITS,52,D:\AgentData\RAC-MIPP\S3-R0\events\delay_5_15010.jsonl
joint_0p3_d3,15001,315001,0.3,3,25.0,0.4692373423975464,0.6971931918139375,2.3605247884988785,15.0,60.0,300.0,180,112,32,80,55,0.49107142857142855,1.8666666666666667,3.0,3,25.0,0.6222222222222222,MESSAGE_UNITS,25,D:\AgentData\RAC-MIPP\S3-R0\events\joint_0p3_d3_15001.jsonl
joint_0p3_d3,15002,315002,0.3,3,25.0,0.43956532403573095,0.7567483274189193,10.13798176124692,15.0,60.0,300.0,180,84,31,53,39,0.4642857142857143,1.4,3.0,3,25.0,0.4666666666666667,MESSAGE_UNITS,14,D:\AgentData\RAC-MIPP\S3-R0\events\joint_0p3_d3_15002.jsonl
joint_0p3_d3,15003,315003,0.3,3,25.0,0.2399448115278868,0.805262923945415,11.626048505306244,15.0,60.0,300.0,180,94,33,61,48,0.5106382978723404,1.5666666666666667,3.0,3,25.0,0.5222222222222223,MESSAGE_UNITS,13,D:\AgentData\RAC-MIPP\S3-R0\events\joint_0p3_d3_15003.jsonl
joint_0p3_d3,15004,315004,0.3,3,25.0,0.44248976167992266,0.647144911969951,2.4419073779135942,15.0,60.0,300.0,180,122,34,88,72,0.5901639344262295,2.033333333333333,3.0,3,25.0,0.6777777777777778,MESSAGE_UNITS,16,D:\AgentData\RAC-MIPP\S3-R0\events\joint_0p3_d3_15004.jsonl
joint_0p3_d3,15005,315005,0.3,3,25.0,0.39969623036689567,0.7466927757435946,7.855681739747524,15.0,60.0,300.0,180,76,26,50,39,0.5131578947368421,1.2666666666666666,3.0,3,25.0,0.4222222222222222,MESSAGE_UNITS,11,D:\AgentData\RAC-MIPP\S3-R0\events\joint_0p3_d3_15005.jsonl
joint_0p3_d3,15006,315006,0.3,3,25.0,0.25278894601199153,0.8255783562880654,14.124907623976469,15.0,60.0,300.0,180,86,33,53,45,0.5232558139534884,1.4333333333333333,3.0,3,25.0,0.4777777777777778,MESSAGE_UNITS,8,D:\AgentData\RAC-MIPP\S3-R0\events\joint_0p3_d3_15006.jsonl
joint_0p3_d3,15007,315007,0.3,3,25.0,0.2208493233401555,0.8028847294379997,10.787506449967623,15.0,60.0,300.0,180,94,26,68,56,0.5957446808510638,1.5666666666666667,3.0,3,25.0,0.5222222222222223,MESSAGE_UNITS,12,D:\AgentData\RAC-MIPP\S3-R0\events\joint_0p3_d3_15007.jsonl
joint_0p3_d3,15008,315008,0.3,3,25.0,0.3209239056844528,0.7540206956738561,8.36616188660264,15.0,60.0,300.0,180,70,22,48,38,0.5428571428571428,1.1666666666666667,3.0,3,25.0,0.3888888888888889,MESSAGE_UNITS,10,D:\AgentData\RAC-MIPP\S3-R0\events\joint_0p3_d3_15008.jsonl
joint_0p3_d3,15009,315009,0.3,3,25.0,0.25773900898198726,0.7417181772341234,7.2178135849535465,15.0,60.0,300.0,180,124,42,82,58,0.46774193548387094,2.066666666666667,3.0,3,25.0,0.6888888888888889,MESSAGE_UNITS,24,D:\AgentData\RAC-MIPP\S3-R0\events\joint_0p3_d3_15009.jsonl
joint_0p3_d3,15010,315010,0.3,3,25.0,0.311895529299821,0.6994837286131378,5.217696778476238,15.0,60.0,300.0,180,124,31,93,64,0.5161290322580645,2.066666666666667,3.0,3,25.0,0.6888888888888889,MESSAGE_UNITS,29,D:\AgentData\RAC-MIPP\S3-R0\events\joint_0p3_d3_15010.jsonl
joint_0p5_d5,15001,315001,0.5,5,25.0,0.4146859838378969,0.7100964995498299,3.7244595801457763,15.0,60.0,300.0,180,112,57,55,25,0.22321428571428573,1.8666666666666667,5.0,5,25.0,0.6222222222222222,MESSAGE_UNITS,30,D:\AgentData\RAC-MIPP\S3-R0\events\joint_0p5_d5_15001.jsonl
joint_0p5_d5,15002,315002,0.5,5,25.0,0.4361755566937579,0.7599743551807466,10.244151670485735,15.0,60.0,300.0,180,96,53,43,19,0.19791666666666666,1.6,5.0,5,25.0,0.5333333333333333,MESSAGE_UNITS,24,D:\AgentData\RAC-MIPP\S3-R0\events\joint_0p5_d5_15002.jsonl
