trial_id,seed,final_entropy,F1,mission_return,absolute_return,path_length,communication_events,episode_steps
1,20001,0.24246157491870138,0.7687491161252883,9.312655869871378,0.34989125914871655,300.0,88,15
2,20002,0.33065022368696506,0.8073625653251885,13.830664321780205,1.209165955707431,300.0,90,15
3,20003,0.24964649338794553,0.7326002478374379,5.792154165450484,-0.2513626403640957,300.0,88,15
4,20004,0.29826071117806796,0.714259197804114,5.65423521772027,-0.31845656335353867,300.0,110,15
5,20005,0.3984384944966045,0.7545724318125392,10.924904119223356,0.6758785003796216,300.0,108,15
6,20006,0.33316894466934466,0.7544553511865053,8.265121217817068,0.14427265506237721,300.0,112,15
7,20007,0.21309142889150048,0.7640735430971604,9.166098795831203,0.30776577424257956,300.0,88,15
8,20008,0.2771199986376384,0.7828367798428869,10.69148425757885,0.6140584394335743,300.0,82,15
9,20009,0.2068616884696968,0.817644088264354,12.637281764298677,0.9096172533929344,300.0,94,15
10,20010,0.3753678966722341,0.7883466508020762,13.532902713865042,1.1448273610323667,300.0,106,15
11,20011,0.2357867345281219,0.7168439716312057,5.804539952427149,-0.2750398509204389,300.0,90,15
12,20012,0.3330774049722757,0.7984134033722836,12.693841464817524,1.008740559965372,300.0,94,15
13,20013,0.24789215564558453,0.8398201679535083,15.514203563332558,1.4523907180875542,300.0,96,15
14,20014,0.3661649374659029,0.7673210640734164,10.290137439966202,0.5985860794782635,300.0,94,15
15,20015,0.3187480926603834,0.7974775847315748,13.960376653820276,1.1614879116415977,300.0,128,15
16,20016,0.22900192460236582,0.738785964034606,7.67308184504509,0.03770100306719523,300.0,98,15
17,20017,0.25474366884224375,0.7733774646387562,11.725784346461296,0.6501136615872379,300.0,130,15
18,20018,0.3664998786858375,0.7565600492676603,9.682363916188478,0.4260787473060187,300.0,118,15
19,20019,0.31062256955644335,0.7057185914618013,5.039590388536453,-0.41534687271341697,300.0,116,15
20,20020,0.31907290519057335,0.7472705335334452,7.7611886486411095,0.07233923655003291,300.0,116,15
21,20021,0.21044197294391437,0.7600100833937823,8.882644765079021,0.24143063817173208,300.0,88,15
22,20022,0.2254106277002827,0.8046088427598189,11.376419924199581,0.7026799151673909,300.0,94,15
23,20023,0.2497595278660664,0.7921216882343293,12.299087956547737,0.7450187474489208,300.0,126,15
24,20024,0.2330935886245048,0.7620982996984208,7.6039229072630405,0.08254107208922473,300.0,88,15
25,20025,0.3272238165137062,0.7555519839656624,8.231549054384232,0.16555875428020922,300.0,116,15
26,20026,0.33352199575063296,0.800402306860688,12.955613318830729,1.072815478593111,300.0,92,15
27,20027,0.2591294310352513,0.7794826586242896,10.268022041767836,0.4953604739159342,300.0,82,15
28,20028,0.3802447774073045,0.7854662770174474,13.116612501442432,1.0590204492211341,300.0,106,15
29,20029,0.4400814848163777,0.7373907930107527,8.125996481627226,0.283568139467388,300.0,96,15
30,20030,0.2962198242030567,0.7427743421222863,7.305070910602808,-0.0465299107134344,300.0,116,15
31,20031,0.28106581854932317,0.7913668494940894,13.789382439106703,1.027166302129626,300.0,132,15
32,20032,0.1811299907890362,0.7298353528813246,7.538990808650851,-0.10447044037282485,300.0,132,15
33,20033,0.33339664453800005,0.7542581620716874,8.223200730979443,0.1479953190311787,300.0,112,15
34,20034,0.330839226347627,0.7779343702498903,10.067289091646671,0.5709378316998478,300.0,92,15
35,20035,0.21296820917364276,0.7647612385701993,9.187768679112196,0.30890792030841074,300.0,88,15
36,20036,0.2575981634920223,0.7850566134294304,12.380114138126373,0.7827646274119612,300.0,128,15
37,20037,0.3366255717856005,0.8012208077369933,14.741458471864462,1.3174738444387912,300.0,128,15
38,20038,0.3273168968590593,0.7674254678872552,9.493179891258478,0.34826728636398885,300.0,120,15
39,20039,0.3181821008896898,0.7493255108948386,7.779166027903557,0.07505910824984294,300.0,116,15
40,20040,0.3590939076694286,0.7557364689064863,9.489794231951237,0.39663677457720004,300.0,118,15
41,20041,0.31618660746084737,0.7015091746033579,4.9330677799880505,-0.42993158213794247,300.0,118,15
42,20042,0.35397766867446234,0.7756214475337666,10.138596147298813,0.5944025645032521,300.0,92,15
43,20043,0.25945189855517564,0.8232557380260538,12.872530318796635,1.0369357362389566,300.0,92,15
44,20044,0.22555657890667427,0.8161134961037179,12.70071018859744,0.973520240560174,300.0,92,15
45,20045,0.21512589767961982,0.8042417399904827,11.3508979678154,0.6734352035447951,300.0,94,15
46,20046,0.22971455571949387,0.7657419246132041,9.218132864683867,0.32222479935735426,300.0,88,15
47,20047,0.3185062257345504,0.7498024278063842,7.769621182233095,0.07116750236600619,300.0,116,15
48,20048,0.21463886423562484,0.8240882766591177,13.111512150615454,1.0248913697898387,300.0,88,15
49,20049,0.2658550403952861,0.7804773617563997,10.426168773323298,0.5388540018349882,300.0,82,15
50,20050,0.22537084123650047,0.8022319530056126,11.04473371990025,0.6283906347118314,300.0,94,15
